,step,simulation_minute,robot_km,bike_km,total_km,delivered_parcels,robot_energy_kwh,bike_energy_kwh,total_energy_kwh,robot_co2_kg,bike_co2_kg,total_co2_kg,traditional_co2_kg,co2_savings_kg,co2_reduction_pct,energy_per_parcel_kwh,co2_per_parcel_kg
28,28,28,0.9100265007731831,0.0,0.9100265007731831,2.0,0.13650397511597748,0.0,0.13650397511597748,0.03180542620202276,0.0,0.03180542620202276,0.22869333333333333,0.19688790713131057,86.09254334683007,0.06825198755798874,0.01590271310101138
29,29,29,0.9353975265332548,0.0,0.9353975265332548,2.0,0.14030962897998822,0.0,0.14030962897998822,0.03269214355233726,0.0,0.03269214355233726,0.22869333333333333,0.19600118978099607,85.70481129649433,0.07015481448999411,0.01634607177616863
30,30,30,0.9419494564509522,0.0,0.9419494564509522,2.0,0.14129241846764282,0.0,0.14129241846764282,0.032921133502960775,0.0,0.032921133502960775,0.22869333333333333,0.19577219983037256,85.60468159560367,0.07064620923382141,0.016460566751480388
31,31,31,1.0252827897842856,0.0,1.0252827897842856,2.0,0.15379241846764283,0.0,0.15379241846764283,0.03583363350296078,0.0,0.03583363350296078,0.22869333333333333,0.19285969983037254,84.33114206668576,0.07689620923382141,0.01791681675148039
32,32,32,1.0399691781870766,0.0,1.0399691781870766,2.0,0.1559953767280615,0.0,0.1559953767280615,0.03634692277763833,0.0,0.03634692277763833,0.22869333333333333,0.192346410555695,84.10669771266981,0.07799768836403075,0.018173461388819166
33,33,33,1.0691109523213185,0.0,1.0691109523213185,2.0,0.16036664284819777,0.0,0.16036664284819777,0.037365427783630084,0.0,0.037365427783630084,0.22869333333333333,0.19132790554970325,83.66133929703675,0.08018332142409888,0.018682713891815042
34,34,34,1.0730457800903797,0.0,1.0730457800903797,2.0,0.16095686701355694,0.0,0.16095686701355694,0.03750295001415877,0.0,0.03750295001415877,0.22869333333333333,0.19119038331917457,83.60120539259616,0.08047843350677847,0.018751475007079386
35,35,35,1.1549032151497165,0.0,1.1549032151497165,2.0,0.17323548227245747,0.0,0.17323548227245747,0.040363867369482595,0.0,0.040363867369482595,0.22869333333333333,0.18832946596385075,82.3502212411894,0.08661774113622873,0.020181933684741298
36,36,36,1.1823739934922846,0.0,1.1823739934922846,2.0,0.17735609902384267,0.0,0.17735609902384267,0.041323971072555345,0.0,0.041323971072555345,0.22869333333333333,0.187369362260778,81.93039977587657,0.08867804951192133,0.020661985536277672
37,37,37,1.210200077375124,0.0,1.210200077375124,2.0,0.1815300116062686,0.0,0.1815300116062686,0.042296492704260585,0.0,0.042296492704260585,0.22869333333333333,0.18639684062907275,81.5051483627592,0.0907650058031343,0.021148246352130293
38,38,38,1.2935334107084573,0.0,1.2935334107084573,2.0,0.1940300116062686,0.0,0.1940300116062686,0.045208992704260584,0.0,0.045208992704260584,0.22869333333333333,0.18348434062907276,80.23160883384128,0.0970150058031343,0.022604496352130292
39,39,39,1.3745109400814346,0.0,1.3745109400814346,2.0,0.2061766410122152,0.0,0.2061766410122152,0.04803915735584614,0.0,0.04803915735584614,0.22869333333333333,0.18065417597748717,78.9940718185141,0.1030883205061076,0.02401957867792307
40,40,40,1.3914260521012802,0.0,1.3914260521012802,2.0,0.20871390781519203,0.0,0.20871390781519203,0.048630340520939744,0.0,0.048630340520939744,0.22869333333333333,0.18006299281239357,78.73556705299393,0.10435695390759601,0.024315170260469872
41,41,41,1.413785846415097,0.0,1.413785846415097,2.0,0.21206787696226453,0.0,0.21206787696226453,0.04941181533220764,0.0,0.04941181533220764,0.22869333333333333,0.17928151800112568,78.39385406998849,0.10603393848113227,0.02470590766610382
42,42,42,1.4971191797484302,0.0,1.4971191797484302,2.0,0.22456787696226452,0.0,0.22456787696226452,0.05232431533220763,0.0,0.05232431533220763,0.22869333333333333,0.1763690180011257,77.12031454107058,0.11228393848113226,0.026162157666103816
43,43,43,1.5063291611715923,0.0,1.5063291611715923,2.0,0.22594937417573885,0.0,0.22594937417573885,0.05264620418294715,0.0,0.05264620418294715,0.22869333333333333,0.17604712915038617,76.97956323623463,0.11297468708786942,0.026323102091473576
44,44,44,1.589662494504926,0.0922339346997838,1.6818964292047098,2.0,0.2384493741757389,0.002305848367494595,0.24075522254323348,0.055558704182947165,0.0005372626696262407,0.056095966852573405,0.22869333333333333,0.17259736648075993,75.4710965838211,0.12037761127161674,0.028047983426286702
45,45,45,1.602389199100508,0.1806653962126611,1.783054595313169,3.0,0.2403583798650762,0.004516634905316528,0.24487501477039272,0.05600350250856276,0.001052375932938751,0.057055878441501506,0.34304,0.2859841215584985,83.36757274909587,0.08162500492346424,0.019018626147167168
46,46,46,1.6857225324338414,0.2092335062569175,1.894956038690759,3.0,0.2528583798650762,0.005230837656422938,0.25808921752149916,0.058916002508562756,0.0012187851739465447,0.0601347876825093,0.34304,0.2829052123174907,82.47003623994016,0.08602973917383305,0.0200449292275031
47,47,47,1.6984492370294235,0.2416536676156416,1.940102904645065,3.0,0.25476738555441353,0.006041341690391041,0.2608087272448046,0.05936080083417836,0.0014076326138611126,0.06076843344803947,0.34304,0.28227156655196056,82.2853214062385,0.08693624241493486,0.020256144482679823
48,48,48,1.7817825703627572,0.4336100206721391,2.215392591034896,3.0,0.2672673855544136,0.010840250516803478,0.2781076360712171,0.06227330083417837,0.0025257783704152104,0.06479907920459357,0.34304,0.2782409207954064,81.11034304903406,0.09270254535707236,0.021599693068197857
49,49,49,1.7909925517859195,0.4437763268284169,2.2347688786143363,3.0,0.2686488827678879,0.011094408170710423,0.27974329093859834,0.06259518968491788,0.002584997103775529,0.06518018678869342,0.34304,0.2778598132113066,80.99924592213928,0.09324776364619945,0.02172672892956447
50,50,50,1.8133523460997365,0.693776326828417,2.5071286729281534,3.0,0.2720028519149605,0.017344408170710424,0.2893472600856709,0.0633766644961858,0.0040412471037755285,0.06741791159996133,0.34304,0.27562208840003866,80.34692409049634,0.09644908669522363,0.02247263719998711
51,51,51,1.8302674581195817,0.8210786366006476,2.651346094720229,3.0,0.27454011871793726,0.020526965915016192,0.29506708463295345,0.06396784766127939,0.004782783058198773,0.06875063071947816,0.34304,0.27428936928052183,79.95842154865957,0.09835569487765115,0.02291687690649272
52,52,52,1.913600791452915,0.8308529956750447,2.7444537871279597,3.0,0.2870401187179372,0.02077132489187612,0.30781144360981333,0.06688034766127937,0.004839718699807136,0.0717200663610865,0.34304,0.2713199336389135,79.09279781917954,0.10260381453660444,0.023906688787028837
53,53,53,1.9945783208258925,0.8336121750574952,2.828190495883388,3.0,0.29918674812388385,0.02084030437643738,0.3200270525003212,0.06971051231286494,0.00485579091970991,0.07456630323257485,0.34304,0.26847369676742516,78.26308791028018,0.10667568416677374,0.024855434410858284
54,54,54,2.022404404708732,0.8477229996812354,2.870127404389968,3.0,0.3033606607063098,0.021193074992030887,0.3245537356983407,0.07068303394457019,0.004937986473143197,0.07562102041771339,0.34304,0.2674189795822866,77.95562604427666,0.10818457856611356,0.025207006805904462
55,55,55,2.0498751830513,1.0294050792855842,3.0792802623368845,3.0,0.307481277457695,0.025735126982139606,0.3332164044398346,0.07164313764764293,0.0059962845868385285,0.07763942223448146,0.34304,0.26540057776551856,77.36723932063857,0.1110721348132782,0.02587980741149382
56,56,56,2.1317326181106364,1.0981558235646491,3.2298884416752855,3.0,0.31975989271659544,0.02745389558911623,0.34721378830571165,0.07450405500296674,0.006396757672264082,0.08090081267523082,0.34304,0.2621391873247692,76.41650749905818,0.11573792943523721,0.026966937558410273
57,57,57,2.135667445879698,1.13241982424523,3.2680872701249277,3.0,0.32035011688195464,0.028310495606130748,0.3486606124880854,0.07464157723349543,0.006596345476228465,0.0812379227097239,0.34304,0.2618020772902761,76.31823615038365,0.11622020416269513,0.027079307569907965
58,58,58,2.16480922001394,1.2804866440816145,3.4452958640955544,3.0,0.32472138300209097,0.032012166102040364,0.35673354910413135,0.0756600822394872,0.007458834701775405,0.0831189169412626,0.34304,0.2599210830587374,75.76990527598456,0.11891118303471045,0.027706305647087533
59,59,59,2.248142553347273,1.312971188510391,3.561113741857664,3.0,0.3372213830020909,0.03282427971275977,0.3700456627148507,0.0785725822394872,0.007648057173073027,0.08622063941256022,0.34304,0.2568193605874398,74.86571845482737,0.12334855423828356,0.028740213137520076
60,60,60,2.262828941750064,1.324174450195274,3.5870033919453377,3.0,0.3394243412625096,0.03310436125488185,0.37252870251739145,0.07908587151416474,0.007713316172387472,0.08679918768655222,0.34304,0.2562408123134478,74.69706515667205,0.12417623417246382,0.028933062562184073
61,61,61,2.269380871667761,1.329561165909079,3.59894203757684,3.0,0.34040713075016416,0.03323902914772697,0.37364615989789113,0.07931486146478825,0.007744693791420385,0.08705955525620863,0.34304,0.2559804447437914,74.62116509555486,0.12454871996596371,0.029019851752069545
62,62,62,2.294751897427833,1.4710777145884577,3.765829612016291,3.0,0.344212784614175,0.03677694286471144,0.38098972747888643,0.08020157881510277,0.008569027687477766,0.08877060650258053,0.34304,0.2542693934974195,74.12237450367873,0.12699657582629548,0.029590202167526846
63,63,63,2.378085230761166,1.5968003673210085,3.9748855980821745,3.0,0.35671278461417494,0.03992000918302521,0.3966327937972002,0.08311407881510277,0.009301362139644874,0.09241544095474764,0.34304,0.2506245590452524,73.05986446048635,0.13221093126573338,0.03080514698491588
64,64,64,2.386985832127617,1.753301219989678,4.140287052117295,3.0,0.3580478748191426,0.04383253049974195,0.4018804053188845,0.08342515483286023,0.010212979606439875,0.09363813443930011,0.34304,0.2494018655606999,72.70343562287194,0.13396013510629484,0.031212711479766703
65,65,65,2.495690191221022,1.7953158098119764,4.291006001032998,3.0,0.37435352868315325,0.04488289524529941,0.4192364239284527,0.0872243721831747,0.010457714592154764,0.09768208677532947,0.34304,0.24535791322467054,71.52457824879622,0.13974547464281756,0.03256069559177649
66,66,66,2.5327112750783347,1.8433377214287916,4.3760489965071265,3.0,0.3799066912617502,0.04608344303571979,0.42599013429747,0.0885182590639878,0.01073744222732271,0.09925570129131052,0.34304,0.2437842987086895,71.06585200229988,0.14199671143249,0.03308523376377017
67,67,67,2.8182582932046585,1.8484348490309248,4.666693142235584,3.0,0.4227387439806988,0.04621087122577312,0.4689496152064719,0.09849812734750282,0.010767132995605139,0.10926526034310796,0.34304,0.23377473965689205,68.1479534913981,0.15631653840215728,0.036421753447702654
68,68,68,3.1209145113416974,1.898605912512273,5.019520423853971,4.0,0.4681371767012546,0.04746514781280683,0.5156023245140614,0.10907596217139233,0.01105937944038399,0.12013534161177632,0.45738666666666666,0.33725132505489036,73.73440234117531,0.12890058112851535,0.03003383540294408
69,69,69,3.326691199518656,1.953367234683044,5.2800584342017,4.0,0.49900367992779837,0.0488341808670761,0.5478378607948745,0.11626785742317702,0.011378364142028733,0.12764622156520575,0.45738666666666666,0.32974044510146094,72.092273153596,0.13695946519871863,0.03191155539130144
70,70,70,3.6003089130118937,2.004607660905556,5.60491657391745,4.0,0.5400463369517841,0.05011519152263891,0.5901615284744229,0.1258307965097657,0.011676839624774867,0.13750763613454056,0.45738666666666666,0.3198790305321261,69.93623860164837,0.14754038211860573,0.03437690903363514
71,71,71,3.93989516955472,2.0152535793039177,5.955148748858638,4.0,0.590984275433208,0.050381339482597945,0.6413656149158059,0.13769933617593746,0.011738852099445321,0.1494381882753828,0.45738666666666666,0.30794847839128386,67.32782147663914,0.16034140372895148,0.0373595470688457
72,72,72,4.22096144749961,2.035926248162661,6.256887695662271,4.0,0.6331442171249414,0.05089815620406653,0.684042373329008,0.14752260259011135,0.011859270395547501,0.15938187298565884,0.45738666666666666,0.29800479368100785,65.15379992442743,0.171010593332252,0.03984546824641471
73,73,73,4.609053961305754,2.097617097689884,6.706671058995639,6.0,0.6913580941958631,0.0524404274422471,0.7437985216381102,0.1610864359476361,0.012218619594043575,0.1733050555416797,0.68608,0.5127749444583203,74.73981816381767,0.12396642027301837,0.02888417592361328
74,74,74,4.890898878917637,2.155977366291204,7.046876245208841,6.0,0.7336348318376456,0.0538994341572801,0.7875342659949256,0.17093691581817141,0.012558568158646264,0.18349548397681767,0.68608,0.5025845160231823,73.25450618341627,0.13125571099915426,0.030582580662802946
75,75,75,5.085466392366267,2.181096906655901,7.2665632990221685,6.0,0.76281995885494,0.05452742266639753,0.8173473815213376,0.17773705041320104,0.012704889481270626,0.19044193989447167,0.68608,0.49563806010552836,72.24202135400076,0.13622456358688959,0.03174032331574528
76,76,76,5.396554835629959,2.189874669191208,7.586429504821167,6.0,0.8094832253444938,0.0547468667297802,0.864230092074274,0.18860959150526707,0.012756019948038787,0.20136561145330586,0.68608,0.48471438854669413,70.6498350843479,0.14403834867904566,0.03356093524221764
77,77,77,5.567182663815306,2.198020388727409,7.765203052542715,7.0,0.8350773995722959,0.05495050971818523,0.8900279092904811,0.19457303410034496,0.01280346876433716,0.20737650286468212,0.8004266666666667,0.5930501638019846,74.09175487264933,0.12714684418435446,0.029625214694954587
78,78,78,5.789692890874226,2.2099018857449484,7.999594776619174,8.0,0.8684539336311338,0.05524754714362371,0.9237014807747574,0.2023497665360542,0.012872678484464325,0.21522244502051852,0.9147733333333333,0.6995508883128148,76.47259302626678,0.11546268509684468,0.026902805627564814
79,79,79,6.292536718442565,2.2190387398266664,8.511575458269231,8.0,0.9438805077663848,0.05547596849566666,0.9993564762620515,0.21992415830956766,0.012925900659490333,0.232850058969058,0.9147733333333333,0.6819232743642754,74.54560048000329,0.12491955953275644,0.02910625737113225
80,80,80,6.501064879921959,2.269137482804967,8.770202362726925,8.0,0.9751597319882938,0.05672843707012418,1.0318881690584178,0.22721221755327245,0.013217725837338934,0.24042994339061138,0.9147733333333333,0.6743433899427219,73.71699254562755,0.12898602113230223,0.030053742923826423
81,81,81,6.807081004830838,2.282252774294931,9.08933377912577,9.0,1.0210621507246256,0.05705631935737328,1.0781184700819988,0.23790748111883778,0.013294122410267974,0.25120160352910575,1.02912,0.7779183964708942,75.59064020433907,0.1197909411202221,0.02791128928101175
82,82,82,7.033288490601597,2.301713451086626,9.335001941688223,10.0,1.0549932735902396,0.05754283627716566,1.1125361098674054,0.24581343274652584,0.013407480852579598,0.25922091359910543,1.1434666666666666,0.8842457530675611,77.3302605877648,0.11125361098674054,0.025922091359910544
83,83,83,7.4178161761141155,2.3469618444716107,9.764778020585727,11.0,1.1126724264171173,0.05867404611179027,1.1713464725289076,0.25925267535518837,0.013671052744047134,0.2729237280992355,1.2578133333333334,0.984889605234098,78.30173040255823,0.10648604295717341,0.024811248009021406
84,84,84,7.868456972413442,2.467484369130254,10.335941341543696,11.0,1.1802685458620163,0.061687109228256355,1.2419556550902726,0.2750025711858498,0.01437309645018373,0.28937566763603356,1.2578133333333334,0.9684376656972999,76.99375098297308,0.11290505955366115,0.02630687887600305
85,85,85,8.279997581035506,2.7701344084071224,11.050131989442628,11.0,1.241999637155326,0.06925336021017807,1.311252997365504,0.28938591545719095,0.01613603292897149,0.3055219483861624,1.2578133333333334,0.952291384947171,75.71007237007909,0.11920481794231855,0.02777472258056022
86,86,86,8.620487685122844,3.1026348359305858,11.72312252105343,11.0,1.2930731527684267,0.07756587089826465,1.3706390236666914,0.30128604459504343,0.018072847919295663,0.3193588925143391,1.2578133333333334,0.9384544408189943,74.60999306884388,0.12460354760606286,0.029032626592212642
87,87,87,9.043542261448094,3.209172502115927,12.252714763564022,12.0,1.356531339217214,0.08022931255289818,1.4367606517701121,0.31607180203761087,0.01869342982482528,0.3347652318624362,1.37216,1.037394768137564,75.60304688502535,0.11973005431417601,0.027897102655203013
88,88,88,9.466716174090932,3.3950638098700785,12.86177998396101,13.0,1.4200074261136397,0.08487659524675197,1.5048840213603918,0.3308617302844781,0.01977624669249321,0.3506379769769713,1.486506666666667,1.135868689689696,76.4119472290535,0.11576030933541476,0.026972152075151638
89,89,89,9.701857445625622,3.7096065130571474,13.41146395868277,13.0,1.4552786168438432,0.09274016282642869,1.5480187796702718,0.3390799177246155,0.021608457938557885,0.36068837566317336,1.486506666666667,1.1258182910034937,75.73583867794024,0.11907836766694399,0.027745259666397952
90,90,90,10.239015590045392,3.902182562053179,14.141198152098571,13.0,1.5358523385068088,0.09755456405132948,1.6334069025581384,0.35785359487208646,0.02273021342395977,0.3805838082960462,1.486506666666667,1.1059228583706209,74.39743683427503,0.12564668481216448,0.029275677561234323
91,91,91,10.801993747072672,4.339571202704822,15.141564949777493,16.0,1.6202990620609008,0.10848928006762056,1.7287883421285213,0.3775296814601899,0.02527800225575559,0.4028076837159455,1.8295466666666667,1.426738982950721,77.98319709166867,0.10804927138303258,0.025175480232246594
92,92,92,11.244473603598957,4.56800179099013,15.812475394589086,16.0,1.6866710405398435,0.11420004477475326,1.8008710853145968,0.39299435244578357,0.026608610432517513,0.41960296287830107,1.8295466666666667,1.4099437037883655,77.06519486366562,0.1125544428321623,0.026225185179893817
93,93,93,11.792210939825186,4.778311601678639,16.570522541503824,16.0,1.7688316409737779,0.11945779004196598,1.8882894310157439,0.41213777234689025,0.027833665079778074,0.43997143742666833,1.8295466666666667,1.3895752292399983,75.9518876756354,0.11801808943848399,0.02749821483916677
94,94,94,12.312253575153417,5.032334431305151,17.34458800645857,16.0,1.8468380362730124,0.12580836078262878,1.9726463970556412,0.4303132624516119,0.029313348062352505,0.4596266105139644,1.8295466666666667,1.3699200561527023,74.87756836772147,0.12329039981597757,0.028726663157122776
95,95,95,12.833024878274426,5.368622861615223,18.201647739889648,17.0,1.9249537317411638,0.13421557154038058,2.0591693032815446,0.4485142194956912,0.03127222816890868,0.4797864476645999,1.9438933333333333,1.4641068856687334,75.318272899168,0.12112760607538497,0.0282227322155647
96,96,96,13.32215662343445,5.927722738946273,19.249879362380725,17.0,1.9983234935151675,0.14819306847365685,2.1465165619888245,0.46560937398903407,0.034528984954362046,0.5001383589433961,1.9438933333333333,1.4437549743899372,74.2713064360495,0.1262656801169897,0.029419903467258594
97,97,97,13.77683699864603,6.100956333621603,19.877793332267633,17.0,2.0665255497969044,0.15252390834054008,2.2190494581374445,0.48150045310267875,0.03553807064334584,0.5170385237460245,1.9438933333333333,1.4268548095873088,73.40190869118207,0.13053232106690849,0.03041403080858968
98,98,98,14.444720740404035,6.499867406039195,20.94458814644323,19.0,2.166708111060605,0.1624966851509799,2.329204796211585,0.504842989877121,0.03786172764017832,0.5427047175172993,2.1725866666666667,1.6298819491493672,75.02034207224723,0.1225897261163992,0.028563406185121015
99,99,99,14.915827098440504,6.725762143295425,21.64158924173593,19.0,2.2373740647660756,0.16814405358238563,2.405518118348461,0.5213081570904956,0.03917756448469585,0.5604857215751915,2.1725866666666667,1.6121009450914752,74.20191653688423,0.12660621675518216,0.029499248503957447
100,100,100,15.477557445978904,6.920701411375168,22.398258857354072,19.0,2.3216336168968357,0.17301753528437921,2.494651152181215,0.5409406327369627,0.04031308572126036,0.581253718458223,2.1725866666666667,1.5913329482084437,73.24600544704516,0.1312974290621692,0.030592300971485423
101,101,101,15.95933911251696,7.220758083899987,23.180097196416945,19.0,2.393900866877544,0.18051895209749969,2.5744198189750436,0.5577789019824677,0.042060915838717426,0.5998398178211851,2.1725866666666667,1.5727468488454814,72.39052291794181,0.1354957799460549,0.031570516727430796
102,102,102,16.541107229615726,7.290813044962812,23.831920274578536,19.0,2.481166084442359,0.18227032612407032,2.663436410566429,0.5781116976750696,0.04246898598690839,0.620580683661978,2.1725866666666667,1.5520059830046886,71.43586061797406,0.14018086371402258,0.03266214124536727
103,103,103,17.246809998293372,7.427106683454411,24.673916681747784,19.0,2.5870214997440057,0.18567766708636027,2.772699166830366,0.6027760094403534,0.043262896431121946,0.6460389058714753,2.1725866666666667,1.5265477607951914,70.26406744626334,0.14593153509633505,0.034002047677446065
104,104,104,17.960394111403616,7.659838726918427,25.620232838322043,20.0,2.6940591167105423,0.1914959681729607,2.885555084883503,0.6277157741935564,0.044618560584299846,0.6723343347778562,2.2869333333333333,1.614598998555477,70.60105229224625,0.14427775424417516,0.03361671673889281
105,105,105,18.571943702346093,7.875927156352683,26.447870858698778,21.0,2.785791555351914,0.19689817890881708,2.982689734260731,0.649089432396996,0.045877275685754386,0.6949667080827504,2.40128,1.7063132919172495,71.05848930225753,0.14203284448860623,0.033093652765845256
106,106,106,19.308921580759737,8.305480208391016,27.614401789150754,21.0,2.8963382371139605,0.2076370052097754,3.103975242323736,0.6748468092475528,0.04837942221387767,0.7232262314614305,2.40128,1.6780537685385695,69.88163681613845,0.14780834487255884,0.03443934435530621
107,107,107,19.970084091386315,8.476311149779406,28.44639524116572,23.0,2.9955126137079473,0.21190777874448516,3.2074203924524323,0.6979544389939517,0.049374512447465047,0.7473289514414168,2.6299733333333335,1.8826443818919167,71.58416239550908,0.1394530605414101,0.03249256310614856
108,108,108,20.57484682755336,8.786295196911102,29.36114202446446,24.0,3.0862270241330036,0.21965737992277756,3.305884404055781,0.7190908966229899,0.05118016952200718,0.7702710661449971,2.74432,1.974048933855003,71.93217022267821,0.1377451835023242,0.03209462775604154
109,109,109,21.278676758387974,9.227610026738606,30.50628678512658,26.0,3.191801513758196,0.23069025066846516,3.422491764426661,0.7436897527056596,0.053750828405752384,0.797440581111412,2.973013333333334,2.175572752221922,73.17736277296395,0.13163429863179466,0.030670791581208154
